x,y
93.73546189257668,26.75082073546946
101.83643324222082,21.864528488367796
91.64371387589952,51.67968363966793
115.95280802137792,26.89505920279771
103.2950777181536,18.11683273408562
91.79531615881984,51.85761374887079
104.87429052428486,56.27829357981682
107.38324705129217,12.915685446932912
105.75781351653492,25.636760401539505
96.94611612843644,71.7935275984928
115.11781168450848,96.14099364262074
103.89843236411431,10.014084656722844
93.78759419458196,76.32226895075291
77.853001128225,94.79663546662778
111.24930918143109,81.86346883885562
99.55066390984769,30.82923307083547
99.83809736901054,64.95794604998082
109.43836210685299,95.33554511144757
108.21221195098089,95.37326500285417
105.93901321217508,33.99792034178972
109.18977371608219,26.247411011718214
107.82136300731067,16.54539331793785
100.74564983365191,32.21680566202849
80.10648304136627,51.012520655058324
106.1982574789471,92.39684713538736
99.43871260470999,51.09596983529627
98.4420449329467,25.76212608255446
85.29247616100726,4.646088695153594
95.2184994489138,41.78562583401799
104.17941560199702,85.40015022736043
113.58679551529045,34.72306777257472
98.97212272657005,13.144232053309679
103.8767161155937,37.448686454445124
99.46194959417095,63.14202283974737
86.22940443171393,39.007893367670476
95.8500543670032,68.96278487984091
96.0571004628965,68.94134124740958
99.40686603288815,55.49006231594831
111.00025371983884,42.96244077850133
107.63175748457545,45.272006280720234
98.35476403746414,30.644325888715684
97.46638319863493,57.835394400171936
106.96963375404738,91.0370304249227
105.56663198673657,14.260408212430775
93.11244305450481,41.504762531258166
92.92504843037881,21.09257506672293
103.6458196213683,42.875037086196244
107.68532924515415,13.268997520208359
98.87653787849771,46.00964458659291
108.81107726454215,94.29570592474192
103.98105880367068,76.1973861604929
93.87973606749229,93.29098288435489
103.41119691424424,47.067849757149816
88.70636903919207,60.35880676936358
114.33023701701038,48.498968058265746
119.8039989850586,10.880631650798023
96.32778523533491,24.77268329821527
89.55865373683469,49.85145307146013
105.69719627442413,37.286670808680356
98.64945396119175,93.46913702320307
124.01617760504777,52.39860778674483
99.60759997266831,31.71446716878563
106.89739362450777,27.79660294763744
100.28002158780666,78.75405077356845
92.56726791117595,70.24625125341117
101.88792299514343,16.502763866446912
81.95041371108962,6.445753877051175
114.65554861562886,75.47056216280907
101.53253338211897,62.04100330360234
121.72611670362153,16.957676666788757
104.75509528899663,6.221405230462551
92.90053569078185,10.902926861308515
106.10726353489055,38.17163517232984
90.65902368355748,16.931091458536685
87.46366599760898,29.86525420565158
102.91446235517463,19.220953504554927
95.56708126781567,25.717002130113542
100.01105351631624,18.12318228185177
100.74341324151663,47.731370967812836
94.10479053811927,77.0737042883411
94.31331267181498,2.7787122409790754
98.64821384876169,52.7310776989907
111.78086996573205,88.03190689068288
84.76433199570238,37.306337198242545
105.93946187628421,4.795913165435195
103.32950371213518,13.862824672833085
110.63099837276363,32.14921203907579
96.95816076365699,15.483161131851375
103.70018809916289,13.222817215137184
102.6709879077223,22.130592772737145
94.5747996900835,22.63807961717248
112.07867805983172,13.14165338408202
111.60402615694952,98.15634603146464
107.00213649514998,32.7013726811856
115.86833454540846,50.69394970778376
105.58486425565305,68.14425147604197
87.23407791541963,9.916910319589078
94.26734585763114,11.8902558228001
87.75387385101644,5.0439659506082535
95.26599363560689,92.92539197485894
